Return,Risk
0.25301399736856556,0.34785982181435615
0.21566496595085113,0.31534974130410226
0.17583611496770205,0.30023104644756193
0.2481784775206848,0.36565249860645166
0.22310371849966792,0.3057688139773595
0.20878519040327254,0.2899652060450263
0.25988985452962904,0.3625345651591996
0.28026228696708066,0.3833714625818792
0.22923395080420414,0.31377793529591036
0.296511817707153,0.39914583715155993
0.19508143174930428,0.28897076066760896
0.1873899926927137,0.27490085009357695
0.20035840570755842,0.2920855801721517
0.22893937756689947,0.31466760435347546
0.23664971465849857,0.33014910121766816
0.23781465795331458,0.3246893426884966
0.20645815548790317,0.29627379252924585
0.22618263368678762,0.34594143266428634
0.20708437624719297,0.28334806031794796
0.2305818479049989,0.3134640117672333
0.24364802973915184,0.3511773583186075
0.1644877064903506,0.28057467844695977
0.1704405965549071,0.2815845116406036
0.17235434466224214,0.28705348368708156
0.2709546928466116,0.386366557278583
0.2020307002564784,0.2927523866424421
0.20644854584458444,0.2890559422355693
0.24055830609023618,0.33319232890505357
0.2312274509862747,0.31427701738768615
0.15619427432688124,0.2836976558080643
0.2315343552357543,0.3440448977060817
0.19873509203570855,0.2838082259352144
0.23404108238362992,0.3464922786753595
0.2589485264368078,0.34295856711825023
0.23269905768668944,0.32261574583059216
0.2325365305420891,0.3320919898362108
0.23819277277225498,0.3247818928934698
0.21928124225851311,0.3034521637965909
0.22941714496317916,0.3236422787663579
0.2341257546845567,0.3384633967933371
0.2289855290251756,0.30427070124775274
0.20834522696651894,0.2938763755827003
0.15402616035230451,0.2842791914998398
0.15790715374021844,0.2806276331661309
0.17360408402462402,0.29330629641861466
0.17761640320930946,0.27829502131622685
0.21488982997380296,0.2877418163737635
0.3179994302021636,0.44988899792902043
0.2361994230024659,0.32148254351982863
0.22110111051820816,0.3354783082779552
0.2042561630741135,0.3068891562395446
0.2681708660061091,0.39617058701624785
0.20530865439293977,0.3093858212885487
0.21352706348181041,0.30273877791375414
0.24698872208053588,0.33745712421396795
0.23636136162617263,0.3324013217916502
0.17690594818249003,0.2794169517461402
0.18614928949989396,0.3149085733401836
0.16948885302544636,0.28453823389059013
0.22415305400927393,0.32407617114916637
0.2268854069096153,0.3251291983583549
0.21281949678744266,0.3081300883882244
0.2192596110449937,0.31447824086308274
0.19255671749598902,0.2911621560789876
0.1871487755331261,0.2799928885474131
0.21132585105138618,0.3037996297974629
0.23562262574617887,0.3216738006834061
0.20979297063638672,0.3029347831059306
0.21807715202583045,0.3099625393002051
0.21174503196193595,0.3139981116359451
0.24675206514027925,0.3465005655754857
0.18910404489474628,0.30226863550933136
0.1869992630338126,0.28058148187252885
0.25670003962771515,0.35958716269729557
0.23165704368299933,0.317917257600133
0.25469820819312816,0.37033576687225994
0.24738832795957366,0.34236251615274843
0.24611051985713886,0.3657966854468611
0.18067637841637824,0.3026993717451454
0.17312582769550072,0.28721973352139696
0.2183530061741593,0.31218884479463144
0.2164259265976586,0.31193224870669356
0.23219169045726634,0.34156438517604887
0.18169088560311059,0.289221860923259
0.19916497773198685,0.30642497668513663
0.22312068862892662,0.2966488509269144
0.16874455315697698,0.28170026446599855
0.2267526050192514,0.3580096792373707
0.1633330979523085,0.2917440272753099
0.22377567119905167,0.29788299279893354
0.15017703069146285,0.29462412990327175
0.24688553377367456,0.3470855819241904
0.2234990260106344,0.3417557953132034
0.15257091595835817,0.2807913284302615
0.2927133584612565,0.4040594165547701
0.22852302957491397,0.3353416615672237
0.21605891222728663,0.3279799565566941
0.30473604191772174,0.4066018704565043
0.22856549781473173,0.3422477189201487
0.22057231185627088,0.3121417258983397
0.19060368532809524,0.2931479988735205
0.197293098249889,0.29173485019243767
0.2607788254525248,0.3724087879689897
0.23981246460068786,0.37187276021569576
0.2763589728786746,0.3869404385710647
0.21020066345852464,0.3032335565420735
0.2022368153859273,0.2952017729391651
0.19187229843911158,0.2786575274249797
0.21990950397229453,0.3059944176549468
0.22675443264531786,0.32127341907397783
0.27167854735452834,0.3655439693605486
0.21340611757477349,0.3181599050657293
0.18397629788983821,0.2987303496063995
0.27965036071435956,0.4062804938415227
0.1642670257268771,0.280072001249549
0.18757862113921397,0.2847699451477782
0.18532616286405817,0.27535021611654037
0.21829543137884783,0.3159686790813345
0.2760606026291554,0.3752775376472945
0.31061656687081474,0.44939266508346093
0.226661261831348,0.33365207567296257
0.20150497339269932,0.28023248125402755
0.25330277288485065,0.3606527176242647
0.1988924073757808,0.3123219868235152
0.261819735800231,0.33415617549597626
0.2519251850290437,0.36259348693795374
0.23133782713620424,0.33418971721493507
0.21554099641392482,0.29372564108381904
0.21875489490275896,0.3107566623087664
0.1896009458792503,0.28630283989500743
0.17386176215834181,0.29562621181156473
0.18786887266119554,0.27656767139194915
0.21637781328689798,0.31627943221900556
0.2312675100332995,0.32245422371097776
0.26081835463718095,0.3650477834546109
0.19110572022743522,0.2946852943288584
0.24466957955779542,0.35285014704793033
0.2337830834870602,0.32881207698847675
0.18461586212070769,0.2785444133794463
