Date,AAPL,AMZN,BAC,CVX,GOOGL,JNJ,JPM,MSFT,PFE,XOM
2023-01-04,0.01026144141602984,-0.007955122776173124,0.01862575352722782,-0.010689674622146607,-0.01173832923510393,0.010828187675066442,0.00928144713569265,-0.04472865969062127,-0.022290983710397026,0.002906294799732049
2023-01-05,-0.01066128726063854,-0.02401157339665977,-0.002052709007600708,0.01784811741588378,-0.02157536540303,-0.007410901458012849,-0.00022141518156871648,-0.03008578629705994,-0.009419956166782685,0.022127421715629064
2023-01-06,0.03613347858384951,0.0349917378504728,0.00993000461603626,0.007504294461135742,0.01313835077018152,0.00807698003794053,0.018954659909744112,0.011716296472275983,0.025055910154020377,0.012014305325088574
2023-01-09,0.004080493525142925,0.014760401298199752,-0.015227050618278769,-0.007846744998809588,0.0077554834669560785,-0.026249908204146032,-0.00414071775984497,0.009689321451232918,-0.05096237929464275,-0.01881337247875028
2023-01-10,0.004446263915976619,0.028326693248784427,0.006763627048507478,0.0048972538511971525,0.004534386015571426,-0.0023951588538876248,0.008914140728026692,0.007588276542485131,-0.016040417672070123,0.014824723859344727
2023-01-11,0.020892380931876908,0.05645956080731301,0.007591246656129765,-0.004783223652225545,0.034459294498116126,-0.0015995492143009119,0.007404120763624559,0.02979000328819224,-0.0035762628326784624,0.011559792031749455
2023-01-12,-0.0005993440852915248,0.0018911574433712077,0.0026145529848293314,0.010673828124224188,-0.004270548619260933,-0.005044952569810811,-0.0010033075240567446,0.01155446996023059,0.00546444174873909,0.016474702532057416
2023-01-13,0.010068300486299576,0.029476316899670684,0.021808743284311306,0.002706907110329956,0.01080496641311259,-0.0032812734329477223,0.024921660493001232,0.0030142495500014373,0.002930174056428658,-0.0006183856165273826
2023-01-17,0.008718314823241572,-0.021322326395198637,-0.020359228996713035,0.016366818949810933,-0.009050908176127977,-0.00618866430689711,-0.015574266361526238,0.004670623247503971,-0.03769204093453998,-0.0019462709583842267
2023-01-18,-0.005384692609215035,-0.0061616190001011146,-0.023447770091705046,-0.01822734454196512,-0.0018637152322927147,-0.015199474196823031,-0.030502704175259403,-0.019069726670126505,-0.023716631547613515,-0.020757770680377395
2023-01-19,0.00044410293600552156,-0.018822579439957077,-0.014638092269781102,0.009937558583705383,0.020959635824087275,-0.0013561219334778224,-0.013416471345469107,-0.016590757341206373,-0.000889512408532934,0.00639860132264335
2023-01-20,0.01903805722178202,0.037400259951453026,0.018485911752387927,0.010558461554765917,0.0520344008279804,-0.004670728865093383,0.00244624150592998,0.035119446160873626,0.0033308836453736406,0.01807133939821029
